# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "result.txt" "./Aligned_Files/ERR2198545.sam" "./Aligned_Files/ERR2198546.sam" "./Aligned_Files/ERR2198547.sam" "./Aligned_Files/ERR2198548.sam" "./Aligned_Files/ERR2198593.sam" "./Aligned_Files/ERR2198594.sam" "./Aligned_Files/ERR2198595.sam" "./Aligned_Files/ERR2198596.sam" 
Geneid	Chr	Start	End	Strand	Length	./Aligned_Files/ERR2198545.sam	./Aligned_Files/ERR2198546.sam	./Aligned_Files/ERR2198547.sam	./Aligned_Files/ERR2198548.sam	./Aligned_Files/ERR2198593.sam	./Aligned_Files/ERR2198594.sam	./Aligned_Files/ERR2198595.sam	./Aligned_Files/ERR2198596.sam
YHL016C	VIII	72037	74244	-	2208	356	328	253	253	248	273	206	202
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	0	0	0	0	0	2	0	0
YHR202W	VIII	502388	504196	+	1809	488	489	408	462	410	397	357	405
YHR019C	VIII	141894	143558	-	1665	2259	2309	2024	1983	1524	1558	1222	1359
YHL034W-A	VIII	33176	33637	+	462	12	8	7	3	3	2	1	1
YHR213W-B	VIII	540800	541099	+	300	7	25	9	9	8	13	9	7
YHR104W	VIII	323409	324392	+	984	2854	2948	2571	2630	2188	2384	1959	1987
YHR083W	VIII	272627	273616	+	990	595	605	582	536	481	584	437	426
YHR165W-A	VIII	436647	436958	+	312	1	2	1	2	1	0	2	3
YHL022C	VIII	62961	64157	-	1197	34	43	30	29	35	47	62	29
YHR032W	VIII	173344	175089	+	1746	366	362	339	368	296	327	295	272
YHR008C	VIII	122889	123590	-	702	3747	4066	3540	3495	3912	4095	3239	3562
YHL038C	VIII	23617	25509	-	1893	473	405	387	421	363	421	302	328
YHR071C-A	VIII	238910	239230	-	321	9	15	9	1	2	5	5	7
YHR081W	VIII	267538	268092	+	555	981	1054	876	879	642	665	546	538
YHL050W-A	VIII	811	1293	+	483	0	0	0	0	0	0	0	0
YHL028W	VIII	48763	50580	+	1818	467	558	398	425	365	399	372	392
YHR073C-B	VIII	245422	245502	-	81	0	0	0	0	0	0	0	0
YHL033C	VIII	35255	36025	-	771	1153	1246	1066	1062	852	933	856	729
YHR066W	VIII	229335	230696	+	1362	622	603	496	559	326	329	263	286
YHR029C	VIII	167677	168561	-	885	418	429	374	342	365	353	300	322
YHR178W	VIII	459299	461530	+	2232	371	326	362	307	363	402	310	282
YHR063W-A	VIII	225442	225777	+	336	2	7	2	3	2	2	2	0
YHR040W	VIII	187924	189024	+	1101	543	530	488	457	341	388	319	329
YHR192W	VIII	486826	487662	+	837	284	267	242	301	254	273	253	200
YHR017W	VIII	138694	139851	+	1158	520	575	441	433	348	386	323	330
YHR004C	VIII	111754	113094	-	1341	382	426	339	369	298	342	289	261
YHL040C	VIII	19088	20971	-	1884	310	333	301	314	1178	1146	904	971
YHR191C	VIII	486230	486631	-	402	296	274	252	267	257	237	270	209
YHR201C	VIII	499950	501143	-	1194	805	894	776	729	625	649	510	502
YHR103W	VIII	320414	322972	+	2559	741	833	675	681	533	573	482	462
YHR213W	VIII	539151	539747	+	597	1	1	1	1	2	2	1	2
YHR153C	VIII	402086	402682	-	597	22	21	17	15	16	21	12	20
YHR082C	VIII	268459	271548	-	3090	1667	1709	1575	1383	1211	1290	1117	1213
YHR069C-A	VIII	234874	235236	-	363	0	0	0	0	0	0	0	0
YHR020W	VIII	143996	146062	+	2067	1047	1012	866	803	647	782	633	561
YHR057C	VIII	218226	218843	-	618	930	859	780	828	899	927	813	754
YHL024W	VIII	56649	58790	+	2142	2596	2482	2268	2263	1940	2128	1728	1726
YHR128W	VIII	362115	362765	+	651	267	316	241	227	231	220	191	227
tQ(UUG)H	VIII	134321	134392	+	72	0	0	0	0	3	0	0	1
YHR047C	VIII	198740	201310	-	2571	1252	1204	976	1019	719	672	626	591
YHL026C	VIII	53219	54166	-	948	103	130	101	107	95	80	96	93
YHR197W	VIII	493896	496187	+	2292	368	380	356	339	254	214	207	208
YHR028C	VIII	164978	167434	-	2457	1541	1506	1394	1457	1064	1149	1019	1024
YHR134W	VIII	371749	372558	+	810	277	271	239	248	209	210	171	193
YHR122W	VIII	353625	354320	+	696	245	251	181	243	163	155	158	147
YHR067W	VIII	230970	231812	+	843	232	256	219	188	193	218	172	216
YHL037C	VIII	25778	26179	-	402	3	3	8	0	4	3	5	1
YHR013C	VIII	130730	131446	-	717	315	311	234	247	240	202	190	228
YHR137W	VIII	375709	377250	+	1542	2007	1991	1722	1797	1070	1107	998	912
tT(AGU)H	VIII	116107	116179	-	73	0	0	0	0	2	2	0	4
YHR158C	VIII	413685	417179	-	3495	853	858	826	740	679	783	692	684
YHR038W	VIII	184066	184758	+	693	227	222	234	201	165	157	121	133
YHR042W	VIII	190543	192618	+	2076	1593	1691	1455	1482	1309	1324	1140	1132
YHR028W-A	VIII	167352	167672	+	321	0	2	0	1	1	0	0	0
YHL049C	VIII	3726	4541	-	816	0	2	0	0	2	0	0	0
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	114	116	104	78	95	105	130	74
YHR069C	VIII	233579	234658	-	1080	398	447	360	396	282	284	289	282
YHR200W	VIII	499079	499885	+	807	956	1069	847	797	879	931	860	821
YHR053C	VIII	212535	212720	-	186	0	0	0	0	0	0	0	0
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	77	85	73	64	87	92	78	55
YHR021W-A	VIII	149225	149680	+	456	36	29	12	20	18	17	11	11
YHR114W	VIII	338083	339984	+	1902	1354	1348	1237	1112	997	981	875	1004
YHR039C	VIII	184875	186809	-	1935	2248	2338	2125	2042	1483	1418	1239	1257
YHL019W-A	VIII	67711	68304	+	594	15	19	12	16	6	9	7	8
YHR152W	VIII	401434	401955	+	522	464	533	460	443	432	442	404	386
YHL046W-A	VIII	9981	10307	+	327	0	0	0	0	0	0	0	0
YHL011C	VIII	80654	81616	-	963	720	701	565	559	465	468	364	335
YHR129C	VIII	362999	364153	-	1155	143	123	133	102	102	107	114	104
YHR199C	VIII	497490	498422	-	933	497	621	534	526	487	506	483	477
YHR159W	VIII	417549	419063	+	1515	317	335	315	261	250	260	231	222
YHR193C	VIII	487712	488236	-	525	1525	1658	1475	1365	1194	1236	1114	1112
YHR030C	VIII	168890	170344	-	1455	1631	1792	1457	1565	909	1011	804	725
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	4	1	2	4	2	5	5	10
YHR162W	VIII	423072	423461	+	390	890	956	828	831	671	699	579	638
YHR089C	VIII	282681	283298	-	618	519	583	499	515	328	346	285	358
YHL005C	VIII	98828	99220	-	393	7	7	3	7	5	11	8	2
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	1190	1188	1036	1088	1003	1041	831	862
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	4	10	6	8	5	2	4	2
YHR212C	VIII	537759	538094	-	336	0	0	0	0	0	0	0	0
YHR005C	VIII	113499	114917	-	1419	1104	1076	961	907	898	867	772	763
YHR187W	VIII	480990	481919	+	930	586	645	578	504	410	441	387	375
YHR183W	VIII	470960	472429	+	1470	2559	2519	2138	2143	2655	2714	2350	2403
YHR205W	VIII	509363	511837	+	2475	1997	2010	1553	1805	1444	1533	1265	1338
YHR139C-A	VIII	380108	380419	-	312	20	18	11	20	10	18	16	17
YHR111W	VIII	333072	334394	+	1323	349	401	372	361	302	343	267	279
YHR049W	VIII	206462	207193	+	732	350	351	309	327	219	205	158	200
YHR131W-A	VIII	367747	367992	+	246	6	9	6	10	3	4	3	1
YHR072W	VIII	239098	241293	+	2196	2141	2167	1839	1826	1157	1355	1143	1162
YHR209W	VIII	519437	520312	+	876	504	548	478	442	362	370	250	332
YHR107C	VIII	326813	328036	-	1224	648	718	599	605	624	600	552	538
YHR071W	VIII	237004	237693	+	690	1186	1252	1132	1083	711	742	686	597
snR71	VIII	411228	411317	+	90	32	41	27	28	7	6	10	4
YHR216W	VIII	554396	555967	+	1572	204	207	181	196	244	216	162	169
YHL013C	VIII	77430	78353	-	924	394	376	369	355	229	230	193	178
YHR060W	VIII	220725	221270	+	546	307	291	225	249	212	245	216	192
YHR143W-A	VIII	387233	387445	+	213	1047	1122	879	940	715	701	678	625
YHR142W	VIII	383538	384488	+	951	472	560	492	435	387	466	411	368
YHR058C	VIII	218997	219884	-	888	204	206	177	144	146	168	136	130
YHL008C	VIII	92627	94510	-	1884	87	93	87	86	108	93	95	83
YHR054W-A	VIII	214508	214702	+	195	0	0	0	0	0	0	0	0
YHR118C	VIII	344321	345628	-	1308	336	362	331	273	236	253	221	187
tT(UGU)H	VIII	466990	467061	+	72	0	0	0	0	0	0	0	0
YHL048W	VIII	6401	7546	+	1146	9	15	7	15	10	6	4	6
YHR157W	VIII	412907	413455	+	549	63	32	46	33	41	50	20	33
YHR110W	VIII	332282	332920	+	639	742	866	714	682	646	705	553	573
YHR023W	VIII	151666	157452	+	5787	598	516	502	538	413	358	301	360
YHR062C	VIII	222877	223758	-	882	138	187	176	168	144	141	131	101
YHR219W	VIII	560173	562047	+	1875	57	66	51	55	80	54	70	57
YHR136C	VIII	374654	375100	-	447	14	11	10	11	17	10	10	8
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	368	457	343	339	350	331	309	328
YHR181W	VIII	467228	467914	+	687	230	219	190	195	112	118	120	119
YHR214C-B	VIII	543964	549346	-	5383	137	126	143	113	62	90	110	38
YHL009W-B	VIII	85909	91318	+	5410	0	0	0	0	0	0	0	0
YHR214C-C	VIII	547910	549346	-	1437	0	0	0	0	0	0	0	0
YHL009W-A	VIII	85909	87150	+	1242	0	0	0	0	0	0	0	0
YIR015W	IX	381948	382382	+	435	276	326	232	229	264	297	236	233
YIL156W-A	IX	47292	47693	+	402	0	0	0	0	0	1	0	0
YIL115W-A	IX	144268	144639	+	372	0	4	4	2	0	1	2	0
YIL086C	IX	200153	200461	-	309	24	7	12	10	6	10	6	5
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	220	214	205	189	223	246	199	198
tT(AGU)I2	IX	325748	325820	+	73	0	0	0	0	0	0	0	0
YIL146C	IX	74184	75773	-	1590	687	722	593	674	486	531	490	485
YIL010W	IX	334882	335529	+	648	482	455	484	389	363	393	317	372
YIL117C	IX	140613	141569	-	957	372	442	438	319	661	703	548	631
YIL050W	IX	258913	259770	+	858	1195	1110	956	935	900	946	746	728
YIL107C	IX	163278	165761	-	2484	2289	2333	2111	2031	1740	1706	1479	1454
YIL150C	IX	61013	62728	-	1716	140	119	84	114	87	92	74	55
YIL165C	IX	33718	34077	-	360	141	128	133	172	138	133	101	127
YIL045W	IX	271161	272777	+	1617	1302	1579	1220	1149	841	978	829	859
YIL126W	IX	117992	122071	+	4080	1804	1720	1448	1466	1184	1377	1154	1132
YIL158W	IX	46201	46815	+	615	173	199	170	167	177	146	158	172
YIR018W	IX	384609	385346	+	738	211	189	146	151	207	237	202	200
YIR039C	IX	430498	432111	-	1614	173	170	183	117	181	182	137	146
YIL082W	IX	205635	206507	+	873	0	0	0	0	0	0	0	0
YIL056W	IX	249991	251913	+	1923	617	662	569	554	529	589	481	477
YIL161W	IX	39433	40140	+	708	513	552	477	428	420	449	358	341
tS(UGA)I	IX	248850	248931	+	82	3	2	0	2	0	0	0	4
YIL119C	IX	136654	137877	-	1224	498	543	448	439	340	375	255	342
YIL016W	IX	321454	321933	+	480	100	115	139	82	120	107	111	104
YIL144W	IX	78074	80149	+	2076	639	664	577	582	382	421	372	344
YIL026C	IX	304477	307929	-	3453	872	950	713	825	542	614	533	475
tD(GUC)I1	IX	324303	324374	-	72	1	1	0	1	0	2	0	0
YIL163C	IX	36899	37252	-	354	8	14	15	10	12	4	2	3
YIL139C	IX	87979	88716	-	738	248	255	267	242	212	224	202	188
YIL171W	IX	19515	19844	+	330	12	21	12	11	13	12	16	9
YIL068C	IX	233057	235474	-	2418	447	481	355	382	342	273	268	315
YIL065C	IX	241308	241775	-	468	496	508	469	443	396	447	352	371
YIL098C	IX	179772	180239	-	468	293	246	215	295	204	225	189	190
YIL141W	IX	85053	85442	+	390	20	13	16	14	14	8	5	1
YIL009W	IX	339344	341428	+	2085	359	386	362	303	294	348	310	294
YIR021W-A	IX	398514	398726	+	213	2	0	0	0	0	0	0	4
YIR020C-B	IX	397215	397949	-	735	0	0	0	0	0	0	0	0
YIL044C	IX	272950	273846	-	897	425	368	325	342	273	267	222	212
YIR020W-A	IX	394917	395159	+	243	0	0	0	0	0	0	0	0
YIR004W	IX	363221	364519	+	1299	1146	1184	1039	1068	760	839	709	702
YIL092W	IX	189066	190967	+	1902	237	266	194	200	169	161	149	151
tD(GUC)I2	IX	336349	336420	-	72	0	0	0	0	0	0	1	0
YIL136W	IX	93619	94800	+	1182	17290	18571	15476	15411	17918	18943	16301	15799
YIR022W	IX	398733	399236	+	504	555	527	450	389	551	514	437	416
YIL002W-A	IX	350301	350510	+	210	305	330	283	271	280	239	181	149
YIL066W-A	IX	237366	237809	+	444	0	0	0	0	0	0	0	0
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	1312	1277	1171	1173	870	1014	768	838
YIL123W	IX	128151	129581	+	1431	1264	1340	1118	1037	1011	998	904	862
YIR001C	IX	356143	356895	-	753	889	910	684	729	708	723	621	637
YIL153W	IX	55198	56379	+	1182	836	876	738	748	713	799	745	674
YIR002C	IX	357415	360396	-	2982	883	931	769	761	681	689	506	547
YIL108W	IX	160887	162977	+	2091	701	785	769	618	603	619	580	443
YIR023C-A	IX	402383	402706	-	324	0	2	0	3	0	0	0	0
YIL067C	IX	235724	237760	-	2037	307	336	284	276	260	266	234	229
YIR019C	IX	389572	393675	-	4104	395	404	327	344	390	457	349	369
YIL028W	IX	302100	302498	+	399	24	17	10	12	20	16	13	19
YIL134W	IX	97395	98330	+	936	249	238	171	223	160	164	126	110
YIL159W	IX	41825	45952	+	4128	227	272	288	247	148	150	141	152
YIL011W	IX	333727	334536	+	810	219	247	222	207	105	80	94	100
YIL110W	IX	156045	157178	+	1134	253	259	202	169	157	178	122	108
YIL131C	IX	100781	102235	-	1455	560	671	500	490	497	496	474	429
YIL128W	IX	113806	116904	+	3099	491	514	401	351	297	291	265	270
YIL064W	IX	241943	242716	+	774	454	476	402	457	287	378	254	231
YIL071C	IX	228660	229994	-	1335	134	176	160	132	139	129	121	134
YIL147C	IX	69791	73453	-	3663	509	518	503	540	326	358	375	372
YIL149C	IX	63028	68067	-	5040	1047	1119	964	853	774	816	676	694
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	475	498	400	470	410	390	340	324
YIL005W	IX	345692	347797	+	2106	1249	1293	1067	1053	994	912	869	856
YIL169C	IX	23119	26106	-	2988	562	576	451	476	708	791	677	614
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	260	266	212	222	189	196	175	174
YIR014W	IX	381086	381814	+	729	209	253	220	205	211	223	209	182
tE(CUC)I	IX	197592	197663	+	72	2	0	0	0	0	0	0	0
YIR033W	IX	416124	419465	+	3342	1021	1295	1063	1060	884	944	901	756
YIL105C	IX	167581	169641	-	2061	1186	1281	1045	983	732	807	694	628
YIL057C	IX	247902	248396	-	495	2468	2669	2250	2144	3155	3233	2661	2628
YIL017C	IX	318200	320965	-	2766	774	820	719	684	665	652	626	588
YIL132C	IX	99860	100501	-	642	55	59	47	48	56	68	56	53
YIL070C	IX	230272	231072	-	801	1063	1112	965	979	831	943	748	761
YIL051C	IX	257843	258280	-	438	849	911	735	731	672	757	626	614
YIL118W	IX	139752	140447	+	696	823	894	755	720	500	612	536	524
YIL097W	IX	180427	181977	+	1551	561	654	508	573	363	471	325	373
YIR034C	IX	419615	420736	-	1122	2296	2623	2028	2003	1358	1485	1173	1277
YIL109C	IX	157385	160165	-	2781	1958	2203	1847	1756	1513	1611	1420	1318
YIL102C-A	IX	173365	173592	-	228	49	47	54	44	42	56	38	49
YIL105W-A	IX	167664	167804	+	141	0	0	0	0	0	0	0	0
YIL084C	IX	202276	203259	-	984	178	181	178	155	157	107	96	117
YIL039W	IX	278426	279847	+	1422	942	1076	851	907	669	663	629	627
YIR003W	IX	360885	362924	+	2040	1206	1110	956	906	925	974	812	869
YIR031C	IX	413015	414679	-	1665	224	230	183	177	202	226	183	130
YIL074C	IX	221081	222490	-	1410	928	1082	861	840	690	842	645	620
YIL022W	IX	311165	312460	+	1296	2115	2356	1885	1910	1798	1940	1803	1646
YIL030C	IX	296050	300009	-	3960	1513	1559	1459	1384	998	1138	935	962
YIL140W	IX	85366	87837	+	2472	661	710	658	666	493	518	474	494
YIL031W	IX	292633	295737	+	3105	442	455	381	385	334	349	302	253
YIL014W	IX	326103	327995	+	1893	663	754	612	595	464	546	423	357
YIL137C	IX	89948	92788	-	2841	896	928	788	762	607	649	629	558
YIR037W	IX	423128	423619	+	492	1237	1130	928	1012	898	913	801	797
YIL127C	IX	117024	117644	-	621	720	643	632	630	413	422	388	326
YIL143C	IX	80510	83041	-	2532	993	1064	904	881	707	803	671	640
YIL079C	IX	210923	212005	-	1083	229	208	211	214	136	153	154	143
YIR008C	IX	373077	374306	-	1230	308	321	301	255	263	297	211	218
YIL040W	IX	277723	278139	+	417	331	449	305	347	277	369	275	313
YIL129C	IX	106107	113237	-	7131	560	629	548	458	467	514	430	380
YIL100C-A	IX	177343	177681	-	339	93	77	56	54	71	65	68	52
YIL124W	IX	126204	127097	+	894	1168	1229	1005	1043	855	939	778	773
YIL042C	IX	275108	276292	-	1185	579	702	554	531	629	636	571	586
YIL115C	IX	144327	148709	-	4383	1030	1022	827	907	718	756	685	659
YIL035C	IX	287790	288908	-	1119	1267	1359	1085	1101	658	633	601	631
YIL176C	IX	8793	9155	-	363	0	0	0	0	0	0	0	0
YIL006W	IX	344062	345183	+	1122	213	294	191	221	221	233	195	198
YIL048W	IX	261437	264892	+	3456	559	579	483	554	351	378	382	327
YIL066C	IX	238099	240708	-	2610	129	164	153	136	139	117	102	135
YIR029W	IX	410807	411838	+	1032	440	494	394	385	376	423	360	375
YIR018C-A	IX	385564	385701	-	138	30	26	27	24	40	41	29	21
YIL094C	IX	186517	187632	-	1116	2331	2501	2010	1986	1503	1605	1343	1406
YIL103W	IX	171751	173028	+	1278	312	362	305	351	217	292	211	183
YIL155C	IX	51759	53708	-	1950	9410	9919	8686	8761	10238	10502	9176	8920
YIL152W	IX	56545	57252	+	708	360	342	311	303	365	334	305	293
YIL046W-A	IX	268309	268473	+	165	4	5	5	3	4	0	0	6
YIL002C	IX	350591	353431	-	2841	1013	1078	951	948	729	810	619	693
YIR030W-A	IX	412899	413282	+	384	7	3	5	4	1	3	3	1
YIL047C-A	IX	265099	265467	-	369	0	1	1	2	0	0	0	0
YIL156W	IX	48091	51306	+	3216	519	549	464	436	398	448	319	395
YIR012W	IX	378486	379781	+	1296	671	734	648	625	514	535	454	448
YIL112W	IX	151595	154846	+	3252	1014	1067	969	933	747	828	624	633
YIL025C	IX	308201	308575	-	375	2	1	0	0	2	0	0	0
YIL175W	IX	9183	9500	+	318	0	0	0	0	0	0	0	0
YIL100W	IX	177373	177726	+	354	1	0	0	0	0	0	1	1
YIR026C	IX	404873	405967	-	1095	347	325	314	253	245	231	191	214
YIR025W	IX	403659	404765	+	1107	520	529	419	440	407	389	329	294
YIR042C	IX	435273	435983	-	711	130	152	111	109	159	161	152	128
YIL075C	IX	217863	220700	-	2838	4668	5348	4143	4331	3492	3820	3270	3049
YIL068W-A	IX	233013	233396	+	384	0	1	0	1	0	0	0	0
YIL063C	IX	242761	243744	-	984	695	740	560	589	593	624	591	560
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	1448	1369	1166	1283	1158	1201	1009	1021
YIL027C	IX	303679	304104	-	426	216	203	163	150	154	126	115	125
YIL085C	IX	200490	202043	-	1554	729	669	623	592	528	587	456	461
snR68	IX	97111	97246	+	136	28	31	23	17	18	20	19	14
YIL008W	IX	342536	342835	+	300	450	446	427	428	262	271	268	253
YIL030W-A	IX	295565	295903	+	339	2	1	0	2	0	1	0	1
YIL076W	IX	216658	217548	+	891	622	763	617	613	497	550	382	430
YIR036W-A	IX	422635	423036	+	402	1	0	2	0	0	0	1	1
YIL029C	IX	300829	301257	-	429	53	47	61	54	40	47	52	37
YIR023W	IX	399777	402689	+	2913	540	662	545	493	433	476	421	366
tT(AGU)I1	IX	175031	175103	+	73	0	0	3	6	4	3	1	3
YIL053W	IX	255115	255867	+	753	839	914	806	758	800	821	736	658
YIL101C	IX	175307	177250	-	1944	4416	4780	4160	4015	3982	4229	3718	3697
YIL120W	IX	134417	136108	+	1692	245	253	210	199	294	307	259	263
YIL174W	IX	9469	9696	+	228	0	0	0	0	0	0	0	0
YIL032C	IX	291961	292317	-	357	4	7	2	8	6	2	3	3
YIL142C-A	IX	83208	83540	-	333	0	0	0	0	0	0	0	0
YIL164C	IX	34087	34686	-	600	125	142	155	138	182	150	140	146
YIL096C	IX	182117	183127	-	1011	176	217	158	172	108	96	88	93
YIL160C	IX	40191	41444	-	1254	2589	2827	2269	2320	3134	3312	2682	2745
YIL134C-A	IX	96522	96725	-	204	0	4	1	0	1	0	2	4
YIL062C	IX	243998	244462	-	465	697	679	624	606	544	547	499	446
YIL151C	IX	57338	60694	-	3357	518	632	514	463	376	389	392	396
YIL059C	IX	246550	246915	-	366	2	0	2	1	2	2	1	4
YIR030C	IX	412036	412770	-	735	138	153	104	105	118	103	96	103
YIL083C	IX	203556	204653	-	1098	451	555	420	482	450	408	356	358
YIL019W	IX	315093	316133	+	1041	386	449	349	334	288	280	238	197
YIL020C-A	IX	313713	314051	-	339	5	4	4	4	2	8	0	1
YIL099W	IX	178004	179653	+	1650	189	230	161	163	163	215	165	164
YIL093C	IX	187990	188784	-	795	538	586	409	431	504	518	436	437
YIR024C	IX	402841	403491	-	651	387	398	437	389	299	358	258	232
YIL135C	IX	95065	96375	-	1311	1200	1343	1145	1154	914	1048	938	815
YIL020C	IX	314035	314820	-	786	244	269	244	269	175	208	147	166
YIL023C	IX	309386	310426	-	1041	540	623	482	497	554	606	466	530
YIL177W-A	IX	846	1328	+	483	0	0	0	0	0	0	0	0
YIL037C	IX	283029	284999	-	1971	382	361	305	329	384	332	309	306
YIL142W	IX	83302	84885	+	1584	1484	1543	1392	1443	1137	1200	984	924
YIR041W	IX	433929	434303	+	375	3	5	3	8	5	1	8	0
YIL034C	IX	289226	290089	-	864	1182	1357	1080	1084	1076	1078	921	918
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	365	412	347	320	291	320	292	293
YIL091C	IX	191030	193195	-	2166	666	717	573	568	394	312	307	303
YIL078W	IX	212499	214703	+	2205	2007	2155	1857	1834	1256	1284	1086	1234
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	676	653	616	639	472	527	449	395
YIR017C	IX	383556	384119	-	564	5	11	8	11	18	9	10	6
YIL125W	IX	122689	125733	+	3045	4393	4544	3824	3765	3517	3865	3032	3021
YIL154C	IX	53981	55021	-	1041	1009	1045	883	869	900	958	833	847
PWR1	IX	395999	396939	+	941	0	0	0	0	0	0	0	0
YIL138C	IX	89230	89715	-	486	1020	1103	843	912	716	850	704	636
YIL130W	IX	102782	105676	+	2895	660	753	579	578	424	482	424	361
YIL071W-A	IX	228550	229026	+	477	65	65	56	65	68	80	44	59
YIL043C	IX	274072	274926	-	855	1075	1095	949	981	1055	1143	963	978
YIR013C	IX	380019	380384	-	366	10	3	2	6	0	0	4	2
YIL055C	IX	252042	253925	-	1884	1360	1447	1243	1308	1157	1180	1031	982
YIL014C-A	IX	325212	325526	-	315	889	1028	844	808	623	649	547	471
YIL049W	IX	260158	260919	+	762	149	102	108	140	79	67	52	67
YIL162W	IX	37385	38983	+	1599	4438	4356	3967	3891	3918	4237	3560	3445
YIL104C	IX	169982	171505	-	1524	138	186	150	117	98	120	108	86
YIL077C	IX	214991	215953	-	963	671	769	600	646	692	727	640	601
YIR032C	IX	415030	415617	-	588	181	171	173	142	134	116	119	101
YIL007C	IX	342994	343656	-	663	329	415	289	310	287	306	270	267
YIL021W	IX	312905	313861	+	957	167	166	207	137	154	178	130	137
YIR020C	IX	394255	394557	-	303	0	0	0	0	0	0	0	0
YIL038C	IX	280142	282652	-	2511	1028	957	877	830	724	711	577	612
YIR011C	IX	377287	378246	-	960	1007	1098	830	808	795	772	797	667
YIL046W	IX	268651	270573	+	1923	1796	1958	1707	1629	1611	1542	1408	1439
YIL157C	IX	46949	47542	-	594	491	491	419	405	393	395	350	349
YIL171W-A	IX	18260	18712	+	453	0	0	0	0	0	0	0	0
YIL121W	IX	132244	133872	+	1629	44	60	59	70	118	116	97	105
YIL170W	IX	19847	21220	+	1374	38	34	52	39	58	59	38	48
YIR038C	IX	423809	424513	-	705	1443	1672	1371	1384	1299	1333	1085	1070
YIR027C	IX	406260	407642	-	1383	134	120	153	123	187	140	140	123
YIL088C	IX	197931	199403	-	1473	959	994	887	888	876	907	750	741
YIR028W	IX	408468	410375	+	1908	226	264	224	203	227	256	236	215
YIL001W	IX	353940	355481	+	1542	372	393	381	377	271	336	223	273
tK(CUU)I	IX	300228	300300	-	73	0	0	0	0	1	0	0	0
YIL173W	IX	11492	16141	+	4650	0	8	2	2	7	4	3	12
tE(UUC)I	IX	370417	370488	+	72	0	0	0	0	0	0	0	0
YIL177C	IX;IX	483;4987	4598;6147	-;-	5277	85	96	30	57	106	107	65	87
YIL054W	IX	254543	254860	+	318	0	1	6	0	0	0	0	1
YIL148W	IX;IX	68708;69150	68715;69528	+;+	387	1413	1500	1479	1322	1266	1249	1061	1081
YIR017W-A	IX	383566	384165	+	600	11	3	7	6	7	3	1	4
YIL145C	IX	76354	77283	-	930	366	425	369	410	242	311	220	281
YIR006C	IX	365466	369908	-	4443	1787	1819	1665	1503	1436	1534	1237	1343
YIL013C	IX	328207	332442	-	4236	571	577	478	480	364	477	410	337
YIL114C	IX	149143	149988	-	846	90	62	57	94	52	51	68	59
YIR035C	IX	421026	421790	-	765	312	371	324	296	330	320	264	279
YIR007W	IX	370704	372998	+	2295	479	514	470	455	378	400	378	347
YIL113W	IX	150559	151188	+	630	114	104	99	108	105	125	91	102
YIL036W	IX	285666	287429	+	1764	1507	1700	1457	1478	1271	1406	1137	1134
YIR010W	IX	375431	377161	+	1731	680	741	575	673	472	552	530	464
YIL033C	IX	290419	291669	-	1251	3132	3338	2781	2906	3113	3216	2751	2601
YIR009W	IX	374525	374860	+	336	147	160	159	159	134	122	114	116
YIL041W	IX	276525	277505	+	981	1210	1290	1150	1161	1116	1229	987	978
YIL087C	IX	199646	200119	-	474	573	533	481	498	485	554	546	508
ICR1	IX	393884	397082	-	3199	46	66	68	69	56	56	60	61
YIR036C	IX	422074	422865	-	792	194	220	188	157	210	209	183	185
YIL122W	IX	130610	131665	+	1056	432	385	373	332	369	355	295	273
tI(AAU)I2	IX	210665	210738	+	74	0	0	0	0	0	0	2	0
YIL021C-A	IX	313199	313468	-	270	0	0	0	0	0	0	0	0
YIL090W	IX	193595	195070	+	1476	623	610	567	524	425	517	423	463
YIL012W	IX	333011	333352	+	342	9	11	4	2	8	8	2	7
YIL024C	IX	308602	309171	-	570	499	477	417	428	398	459	411	394
YIL111W	IX	155311	155765	+	455	168	175	117	128	116	101	90	98
YIL095W	IX	183937	186369	+	2433	413	381	368	419	309	335	257	256
YIL029W-A	IX	299735	300106	+	372	1	0	1	0	1	2	1	0
YIL089W	IX	195599	196216	+	618	176	188	180	180	162	166	132	149
YIL166C	IX	30938	32566	-	1629	194	207	160	179	119	119	124	97
YIL060W	IX	246392	246826	+	435	0	0	1	0	0	0	0	0
tI(AAU)I1	IX	183440	183513	-	74	2	0	1	0	0	2	0	0
